device_id,lat_mean,long_mean,lat_range,long_range,lat_std,long_std
54504617936070172,24.5299382716,118.16691358,0.01,0.01,0.000783245527188,0.00461933010713
-5052434567559371261,40.6303729203,109.857194492,0.14,0.25,0.0270489410229,0.0513052862434
-1059933011524840053,24.9976190476,118.370952381,0.04,0.00999999999999,0.00867660340871,0.00293543523951
-7295456045290839743,31.3729987185,120.517244767,0.18,0.1,0.0105861732328,0.00756373314701
8141510389319093219,37.8487283237,112.031560694,0.04,0.57,0.00522346374455,0.0415507637651
-5894857811194405280,27.1499538106,107.049930716,12.32,4.18,5.28386768708,1.63320035918
-7614195212113743920,30.24,119.92,0.0,0.0,7.1054273576e-15,0.0
6001961141627964380,22.5700534759,113.064812834,0.01,0.00999999999999,0.00072931452925,0.00499649566921
8542164308784903664,28.7148275862,115.811637931,0.04,0.09,0.0134217244524,0.030198880018
-5515886077050167487,37.4702581756,116.093493976,17.86,2.78,6.17245681792,0.853908909383
-792383793172068444,31.0503125,116.9696875,0.01,0.01,0.00173992636338,0.00173992636339
6252105081475322756,31.3098357964,120.560114943,0.03,0.08,0.00213792851215,0.00377789657095
8323549912688830096,36.6229787234,119.143191489,0.05,0.02,0.0236926143099,0.00947704572397
1890128691874598262,39.8936666667,116.852333333,0.25,0.59,0.120825402039,0.285505594419
-362658879945219923,29.5145945946,106.307648649,0.38,2.21,0.186340208984,1.09672837102
-8934401125724794127,35.4719753086,116.17,0.01,0.0,0.00398136185101,0.0
791222388313931456,39.7547272727,116.332727273,0.08,0.03,0.0135987359646,0.00645390521793
-3699915651423934014,28.2622707424,113.648951965,1.86,9.7,0.122830859919,0.639442130194
-2799998081111217833,43.8522442748,126.557633588,0.06,0.04,0.0284618645629,0.0146424073579
-6694338074647633405,27.5,120.39,0.0,0.0,0.0,0.0
5996590546381795938,23.0195974576,104.394639831,0.01,0.01,0.00196554912603,0.00498701092213
1059108490518975017,31.7850616333,104.748151002,0.16,0.33,0.0183159454922,0.0482303346458
-5444894622511509578,29.842972973,114.525405405,4.79,4.37,2.28670997566,2.08620513437
8955594110167688067,31.8088227513,119.116653439,2.14,2.62,0.71777199023,0.71958103735
195742700046265842,31.855,118.7692,1.98,0.25,0.588508283714,0.0746013404705
3896266365965711253,39.92,116.27,0.0,0.0,0.0,0.0
7163585707192280061,30.53,114.32,0.0,0.0,3.5527136788e-15,4.26325641456e-14
3107259735454171724,23.0535714286,113.76,0.02,0.0,0.0085416148165,2.84217094304e-14
-5855006536304464624,25.4692307692,103.780723982,0.31,0.88,0.0322721200417,0.11150318387
-1960430271466971022,33.0407019704,114.49796798,5.52,14.79,1.60275812914,6.5135887276
-1554522487011962469,28.1581675393,113.622827225,0.24,0.48,0.0394237708838,0.0619691402016
5716104256488721686,27.3487654321,107.508888889,0.06,0.01,0.00606196725787,0.00314269680528
8173775906009056087,28.95,106.91,0.0,0.0,0.0,0.0
5698535769023150770,32.0912903226,118.749032258,0.04,0.03,0.00706738783878,0.00530054087908
-3805359430878536193,1.0,1.0,0.0,0.0,0.0,0.0
-5168484868548081792,25.0983044316,105.292742453,0.02,0.57,0.0040329168579,0.240211304063
-1084174363886138500,32.0679919137,119.712601078,0.15,0.17,0.041878207951,0.0239124616244
-425167002000640457,30.9325287356,118.849425287,0.04,0.11,0.00730586141704,0.0294140603582
7182346104143692228,23.0136403509,113.384254386,0.17,0.2,0.0234967811132,0.0261216155043
-1050088825245797397,28.1708662281,115.457171053,1.85,11.49,0.0859187682445,0.537137782191
178694180701730934,33.4606149733,109.124197861,11.38,4.43,2.98151397073,1.13956191667
-3692728142339503261,32.1216981132,118.72245283,0.05,0.07,0.0102305220466,0.0143941366964
8656930911885790726,33.05,115.260007435,0.0,0.00999999999999,1.42108547152e-14,0.000272569558064
5921068400673390870,32.2292199688,118.75,0.02,0.0,0.00387197305647,0.0
-8924245943904643478,33.89,115.770759494,0.0,0.01,1.42108547152e-14,0.0026491708274
-4038275227518385629,32.2287261146,110.896433121,2.99,0.99,0.989192378625,0.319146977579
7103702580533114794,22.7878792822,100.98177814,0.31,0.11,0.0829752913052,0.0281733687459
5339430789996670101,31.3564418212,120.709274874,0.44,1.35,0.103905134471,0.317324896133
329546693452180807,22.68,114.22,0.0,0.0,0.0,2.84217094304e-14
8405631917277906532,22.72,113.8,0.0,0.0,3.5527136788e-15,0.0
3677275660127085714,39.1271428571,94.5425714286,8.45,23.64,4.16519083523,11.510112161
-2504117768198708692,30.5299173554,119.968429752,0.29,0.23,0.0440228315626,0.0418973216458
1448771305331028211,26.0643243243,119.327567568,0.07,0.03,0.019107171505,0.00818878778786
-6510680360023501546,36.1545634921,120.388809524,0.21,0.14,0.0236502277018,0.020849313599
-6242501228649113250,27.8489513382,111.206987835,0.02,0.02,0.00628558517039,0.00715333267111
-5127356298948955631,27.8590134529,114.954843049,0.87,1.0,0.180054587633,0.206959296129
1394976274319147432,31.0625,121.389166667,0.03,0.01,0.00829156197589,0.00276385399196
9157556703715224966,32.4661403509,114.044035088,0.11,0.17,0.0202401707542,0.0312802638928
3915082290673137129,39.028681091,116.633997008,17.07,12.89,3.11456332684,1.33101149816
-6040326194669704164,37.85125,112.4475,0.02,0.03,0.00599478940414,0.0129903810568
-2975746691063869447,39.8570422535,116.326619718,0.07,0.2,0.0285022542324,0.0575299961434
-7442326858937982585,31.12,120.94,0.0,0.0,3.5527136788e-15,1.42108547152e-14
-5337361000705278148,30.6635664336,103.97020979,0.17,0.01,0.0243633794435,0.00143313996727
-7205658089420706211,28.2396330275,114.73266055,0.16,0.08,0.0333435441533,0.0133850664312
7799899528391980510,31.8637391304,117.279652174,0.03,0.13,0.00581764475954,0.021138484779
303424199584088577,34.52859375,109.261197917,1.4,1.61,0.575573628329,0.670876387642
-1503499447994887388,24.2716157205,116.111048035,0.04,0.07,0.017521313709,0.01497428241
-4905402058254235391,34.185052356,108.887722513,0.73,1.21,0.0996741937656,0.169823735124
-2831902398235305114,23.4262179487,116.745972222,0.12,0.09,0.0233930448988,0.0203840078347
-1699574089887824552,28.7873913043,113.42,4.86,1.25,1.28853545915,0.574509242367
-4960429544660367390,30.67,104.03,0.0,0.0,1.42108547152e-14,1.42108547152e-14
8238908212318403255,37.8280174292,112.51291939,0.16,0.24,0.0275070147744,0.0218973649408
-2564491747801275026,35.96492569,120.195435244,0.2,0.36,0.0290388274795,0.0456908696912
-2171574319661056227,35.6118390805,115.087241379,0.22,0.1,0.0359606661117,0.026378746895
-4819393356562423007,31.3404032258,118.406018145,0.12,0.13,0.0320539915875,0.0157401938683
-1558314595648377026,30.68,104.1,0.08,0.14,0.04,0.07
-8202724116554363638,38.9561632653,115.830693878,4.59,2.56,1.8125084585,0.987073973286
7901567308091955384,30.3231428571,120.259142857,0.1,0.13,0.0324936414502,0.0519544541509
3933826638587632239,31.210752,121.42928,0.45,0.6,0.0729410343771,0.15623713259
-1864968793374211495,32.7470881864,119.215707155,2.04,1.36,0.913636573022,0.636022012798
7995682190419358979,29.7981322427,109.245548739,0.67,17.41,0.307409833872,7.98806747419
2779016006440101991,28.48,121.430727273,0.0,0.02,3.5527136788e-15,0.00374386550581
-3648691542726358803,33.1991748366,120.46370098,0.01,0.07,0.00275149765626,0.019283204086
88896672992192798,32.08,118.82,0.0,0.0,1.42108547152e-14,5.68434188608e-14
931497623158921771,34.61,110.92,0.0,0.0,1.42108547152e-14,1.42108547152e-14
3384688908380351106,30.5941104294,114.267852761,0.15,0.36,0.0200835696162,0.0975072269229
-1036209345874838454,32.14,118.72,0.0,0.0,1.42108547152e-14,0.0
-6875585507485886098,30.9313590968,117.583530178,1.27,17.53,0.496990266745,7.24451049754
8156187339546970941,30.590625,104.128609375,2.41,0.53,1.03159369273,0.224634642057
5924174755240072459,26.09,119.37,0.0,0.0,3.5527136788e-15,2.84217094304e-14
2152993457127041882,27.3941770715,113.502429058,4.52,8.39,1.39354944473,2.57084836115
-540200947281428061,39.8725235849,116.352075472,0.31,0.11,0.0694554248963,0.0239187690229
-4734045176898782786,29.9882026538,104.63358263,1.5,1.16,0.728125492864,0.530188144667
-2793289487318306111,30.9222864652,121.528593955,0.02,0.18,0.00967416262994,0.0872005522366
-6199830376479715409,23.1094444444,114.470555556,0.01,0.01,0.00229061423645,0.00229061423646
8705569457148668099,34.6234117647,119.193294118,0.04,0.04,0.0183144392522,0.0101039579076
-6216864668208339353,34.6351778094,112.71,0.05,0.03,0.0136795667323,0.000923842553692
-4101513668605690819,23.19,113.32,0.0,0.0,0.0,4.26325641456e-14
-5728882630226274290,42.5361935484,124.14083871,0.07,0.12,0.00711844199535,0.024148861957
8263571774675477463,31.0,103.62,0.0,0.0,0.0,1.42108547152e-14
4278305343584179554,42.38004,126.790053333,0.02,0.00999999999999,0.000815516196446,0.000728346681799
1068192752173500180,36.2928571429,120.35,0.01,0.0,0.00451753951453,2.84217094304e-14
4867329498061646653,22.8472222222,114.163333333,0.04,0.04,0.00803157349711,0.0115470053838
8483619462372279996,34.7361343161,113.737166257,4.78,9.85,0.384948121814,0.790920008385
6543612401310740661,37.6058695652,107.589347826,0.06,0.03,0.0124369867308,0.00844474982589
1522573667677189193,32.0393611358,120.977444543,0.02,0.08,0.00351697843441,0.0140679137376
5628857523228762194,36.23,117.18,0.0,0.0,7.1054273576e-15,4.26325641456e-14
-6105945866007376919,30.2151612903,120.018602151,0.09,0.15,0.0209255157938,0.0348758596564
-7854746361600386220,31.9759528131,119.011905626,0.15,0.57,0.0692541909487,0.276506922532
3330117349082195500,1.60747404844,3.47411764706,29.26,119.17,4.17200981997,16.991743344
9104840865977624406,28.67,115.96,0.0,0.0,7.1054273576e-15,1.42108547152e-14
4128277001101544690,30.6206086957,103.679478261,0.02,0.01,0.00273049016837,0.00222377597436
-2341102826968168963,34.6406882591,112.35854251,0.1,0.06,0.0408107608632,0.024201858901
4841358946113377009,31.8845,117.343625,0.02,0.12,0.0056789083458,0.0243538369667
1158846566252680642,36.2288392857,113.843348214,0.18,0.05,0.0319666549401,0.0163375169808
-4904062990371774062,27.7984375,114.3515625,0.01,0.01,0.00363092188707,0.00363092188707
5258694248782198953,22.69,114.32,0.0,0.0,3.5527136788e-15,4.26325641456e-14
3471789205098741472,1.0,1.0,0.0,0.0,0.0,0.0
-2078081847518029847,23.0293905192,113.59744921,0.01,0.02,0.00239235057327,0.0044105371528
4069764298338766311,36.2434267913,118.095716511,2.01,5.03,0.57010500899,1.61101326467
-3188518073791728146,45.6890909091,126.696818182,0.19,0.33,0.060820831577,0.108140748507
-7620935062893713987,37.0562608696,111.914695652,0.06,0.06,0.0202789618791,0.00877959483372
1513402990297914172,28.5901,115.94175,0.05,0.03,0.00812342292387,0.00504356025046
1805595054953645708,30.3017333333,120.261866667,0.2,0.13,0.0323057614401,0.0373342857021
-4405852009359602586,34.3602439024,109.217181572,0.42,0.41,0.0596938451245,0.0371282416372
2153510796517659973,36.0747,111.529866667,0.07,0.11,0.00956956982663,0.0342828755439
-4474299055177403292,30.51,114.39,0.0,0.0,3.5527136788e-15,0.0
-4201739529186450645,39.954375,116.333541667,0.03,0.07,0.0149869735104,0.0349696048575
-9142943697566922084,31.56,118.49,0.0,0.0,0.0,0.0
-2946010489033285256,39.1287341772,117.264092827,0.03,0.14,0.00603095151877,0.0281444404209
-7119352902190360994,28.9504166667,118.8675,0.21,0.48,0.0420792077186,0.0956665214865
-390983090106127426,39.67,106.83,0.0,0.0,7.1054273576e-15,1.42108547152e-14
-7979201298395344671,32.6192,120.38,0.01,0.0,0.00271293199325,0.0
7190861411587394337,28.9669230769,118.67003663,1.14,15.24,0.117461167843,1.55182924039
-2550671354339445214,1.0,1.0,0.0,0.0,0.0,0.0
-3953475011316043899,30.7002094241,120.748848168,1.18,1.34,0.491211727646,0.626475834898
5439313746742085671,23.2256872852,113.254656357,7.0,9.36,0.214176578264,0.276435588315
-4711899428622947038,22.8903225806,113.692106262,0.62,0.77,0.0934480257303,0.0628990041543
2902425947728297065,22.9289473684,114.107368421,0.02,0.05,0.00446593756539,0.0111648439135
6912999990098591845,31.3595180723,120.960120482,0.02,0.02,0.00264512028917,0.00189735129494
-4229815843211107303,26.6018269231,106.713557692,0.05,0.07,0.0165694588764,0.02361218188
-4303589873973511337,23.4782828283,112.934040404,12.46,8.74,2.12888790639,1.48969518894
8523256667599969540,26.0043317972,119.322857143,0.04,0.02,0.00548483901149,0.00679813319068
7201631899279333659,30.6220323326,113.570415704,0.34,2.93,0.0512344506315,1.20037592762
-5380817412170699617,32.12,118.85,0.0,0.0,0.0,1.42108547152e-14
9184963992247652631,30.0740282686,120.19869258,0.03,0.01,0.0102284460705,0.00337118029732
7913455270882221454,25.0682067757,102.671997664,0.02,0.07,0.00389664975633,0.00477091990962
-1896432700543181307,31.2494642857,121.515625,0.08,0.09,0.0225530836391,0.0383308261344
7871476891487676815,30.7192730496,114.578670213,0.43,0.67,0.134103286318,0.247373804276
-9058769793619140658,48.2455681818,126.522272727,0.02,0.2,0.0067180142063,0.05789346157
2036527423409767157,36.2423566879,120.411082803,0.25,0.12,0.0396824999114,0.0174820363186
-1153910750523975031,34.1776898734,108.871044304,0.07,0.18,0.012403246767,0.0439200719571
1240253599838799740,30.9712977099,118.283816794,0.18,0.14,0.0807729543067,0.0582631306207
-3139213190647208346,38.0596633663,114.480217822,0.03,0.03,0.00261100954537,0.00238644671607
-3491449487057579071,22.6509131403,113.921224944,0.02,0.1,0.0032783328889,0.0109997247003
-1602335761648247882,22.8120107239,111.742654155,22.77,113.23,2.61480625949,13.0192573466
-3762561587120285467,31.2883804627,121.539254499,0.16,0.08,0.0154187222618,0.00646998301974
-6935842738900417041,28.711372549,113.578,0.02,0.01,0.0049386859581,0.004
2310111814347676320,24.8,113.57,0.0,0.0,1.06581410364e-14,4.26325641456e-14
7415199158072990679,22.549740566,113.91990566,0.02,0.01,0.00210091077742,0.000966693468487
7077117009168720781,23.0480519481,113.77538961,0.03,0.06,0.00684503062499,0.0148207084362
-3045139278169088099,29.2779324895,103.898544304,0.4,0.3,0.146904586272,0.109298642191
-7452025512710474321,31.1628172043,121.30944086,0.01,0.14,0.0044983778117,0.0629772893637
-5867720344241574448,30.8243356643,104.166363636,0.02,0.03,0.00897233047035,0.00889294955635
-3680792582266044240,32.21,119.469613095,0.0,0.06,7.1054273576e-15,0.00562987946589
-124104017643390011,1.0,1.0,0.0,0.0,0.0,0.0
-2454429969454930980,37.4885714286,118.789591837,0.47,0.35,0.172401998189,0.121503492579
707891299937546285,42.9057627119,129.479152542,0.03,0.04,0.0135550840835,0.0148766835644
-3339999053314712978,23.0363235294,112.450588235,0.02,0.07,0.0092996539728,0.0126470588235
-7576599921872828086,30.58,114.256666667,0.06,0.11,0.0270801280155,0.0507718207058
7692802054365178040,1.0,1.0,0.0,0.0,0.0,0.0
-7086448875815965958,22.7584541063,113.793381643,0.38,0.76,0.110988211804,0.249298851082
5776071682117620457,37.52,111.15,0.0,0.0,0.0,4.26325641456e-14
-649267418776633948,23.18,113.32,0.0,0.0,0.0,0.0
-7548291590301750136,33.98,116.79,0.0,0.0,0.0,0.0
-7694262199913413838,31.5214095745,104.718590426,0.03,0.03,0.0145639570344,0.0145639570344
6274679576648943412,23.22,108.76,0.0,0.0,0.0,1.42108547152e-14
849694148600101398,22.98,113.31,0.0,0.0,3.5527136788e-15,4.26325641456e-14
-9003024964574030998,24.7,108.080520833,0.0,0.01,7.1054273576e-15,0.0022219509383
-6889225330998580304,1.0,1.0,0.0,0.0,0.0,0.0
7294851609945310552,25.51,119.790454545,0.0,0.00999999999999,0.0,0.00208298895225
-3784121437863313536,31.33,121.4,0.0,0.0,3.5527136788e-15,2.84217094304e-14
7380196603165104554,24.892,118.784,0.21,0.42,0.10476640683,0.209532813659
2107916037239854989,24.8332352941,118.56872549,0.06,0.03,0.0120588235294,0.0119370545705
-5098798994677667749,0.903076923077,0.854615384615,0.14,0.67,0.0646153846154,0.297957544333
8864190395087535026,40.8502481752,122.758343066,0.01,0.02,0.00155568663413,0.00546647106734
-5350685769476842673,36.0718604651,120.391162791,0.12,0.16,0.0250818023492,0.0335641906582
775111129433798436,39.05,117.290457516,0.0,0.00999999999999,7.1054273576e-15,0.00208945978603
8804133504099896949,22.56,113.95,0.0,0.0,0.0,5.68434188608e-14
1058759295445290414,22.97,113.344545455,0.04,0.13,0.0129684932888,0.0412009788859
2731182182628794014,39.7868556701,116.350412371,0.07,0.04,0.0080532886165,0.00404039545201
2399106589987177423,22.2,113.44,0.0,0.0,0.0,0.0
-7158212860289106842,28.1608453922,120.906306169,5.69,7.92,0.7437807955,1.03125762844
-6105966583993926107,36.3421818182,111.672,0.13,0.02,0.0590436174394,0.00861288675079
-7468770522154036561,22.8427777778,108.270249433,0.04,0.13,0.00868277182592,0.0425990259531
4521087172040088969,23.0522857143,113.325714286,0.77,0.96,0.260220628525,0.347433740563
9128212907576709802,32.1,114.099947644,0.0,0.00999999999999,0.0,0.000721677945135
7921513786039275154,37.996969697,114.609393939,0.04,0.14,0.0197690987034,0.0691918454619
-7649248425941400892,22.9508641975,113.364814815,0.13,0.03,0.0477182453618,0.0110119027758
5176176272850190180,34.8800299401,116.669700599,0.01,0.01,0.000546355915895,0.0017042214935
5491334538068850591,38.1314285714,114.517428571,0.08,0.12,0.0291932337702,0.0477698564335
6446632248146767040,29.2758778626,106.207557252,0.39,0.6,0.0472102691153,0.0620648712956
7688566296925065716,29.5314166667,106.532375,0.09,0.09,0.0367150249293,0.0351867784118
-2449726623404699714,22.6610592369,113.259407631,0.06,0.04,0.00695889429863,0.00353560518499
-2050072872616234361,35.1325128205,118.501794872,0.34,1.2,0.109719192112,0.412222691838
6274115063946558675,20.378836341,110.690056005,11.37,11.49,1.91416976174,1.90362456736
-7181951946686008160,29.0413084112,112.203878505,30.22,120.6,7.42497220916,29.750636833
-4588292775798737152,23.2161691542,113.24238806,1.27,0.29,0.0886760061878,0.0205948517142
-5936038713680683117,33.2125925926,120.474814815,0.06,0.28,0.0112286551489,0.0626790986705
-8340098378141155823,34.7404586923,111.919700963,0.03,0.03,0.00218677815416,0.00219703160686
3056887658065423272,23.896875,106.623125,0.01,0.00999999999999,0.00463512405443,0.00463512405443
-5564497951509560872,34.6018604651,111.423488372,5.5,8.88,2.02923660272,3.27349957372
2771516290634663640,39.8676933423,116.422720242,1.0,0.5,0.0895084392789,0.0682795916556
5800572039494813526,31.238647343,121.521256039,0.08,0.13,0.0246346498088,0.0585358154516
-3220515152160927393,22.522572759,112.637671711,1.97,6.13,0.38337757296,1.57207941731
-5159945578534294341,41.11,122.96,0.0,0.0,7.1054273576e-15,1.42108547152e-14
7939964667793308252,35.0926446281,112.575922865,0.22,0.25,0.0327550873817,0.0311384467439
-2682004830508966851,41.8732934132,123.914071856,0.11,0.53,0.0187464364285,0.0903165138886
7813332581964668360,33.3656428571,120.120214286,0.02,0.53,0.00757917393592,0.150501389918
-6243392779260071023,40.0026837061,116.469680511,0.09,0.13,0.0233972286732,0.0328112060612
7291601419684827590,30.6226086957,114.258695652,0.07,0.03,0.020262922083,0.00740408102866
2324672648032098977,31.84,117.27,0.0,0.0,3.5527136788e-15,1.42108547152e-14
2973347786994914304,1.93472972973,4.88243243243,27.67,114.92,4.99883816852,20.762847915
1448798737437496116,35.6900120919,118.719975816,0.01,0.02,0.000347523769364,0.000695047538728
-1145489861592235162,34.2346938776,108.413129252,0.09,0.08,0.0180816787211,0.0173715977862
4188737234359273143,36.3254545455,119.971272727,0.07,0.04,0.0162724733347,0.00541195493314
8709039226990205618,31.6115932203,120.333525424,0.31,0.17,0.119733477845,0.061905711774
6584882066161028231,32.9111627907,109.892837209,4.8,10.04,2.3326248408,4.71883734661
-5017091090947858272,34.3283076923,114.248,1.68,1.57,0.726493303968,0.675093042021
7411105648012368481,32.0309259259,112.148518519,1.27,1.39,0.108964291102,0.10765584295
4360724484956261264,6.4826171875,80.64,1.35,1.46,0.52987006988,0.46414908704
2685565680877493039,29.5806666667,106.517066667,0.35,0.25,0.0684754619472,0.0547180246557
6790429448650349129,40.1857741935,116.44,0.38,0.48,0.157053146886,0.212815231082
-6339020633589616078,34.3537610619,108.949292035,0.11,0.06,0.0204920767491,0.0109072367111
1687392550195182085,28.1633333333,115.738095238,0.14,0.25,0.0549747416749,0.0961951908321
8169269573256157090,23.88,100.08,0.0,0.0,0.0,0.0
635053868561314388,39.5105749487,116.68,0.02,0.02,0.00241445610921,0.000640841336112
2236109691143232924,29.0890980392,119.562078431,0.28,0.32,0.0370369475842,0.0657117422095
578997461158608782,31.99,118.75,0.0,0.0,0.0,0.0
-2653139701608517660,23.08,113.493333333,0.0,0.01,3.5527136788e-15,0.00471404520791
6093002121756678917,22.7868610169,108.291457627,0.04,0.05,0.0150697026497,0.0242775770396
-1168532065303398550,31.2233917397,117.796795995,6.81,8.62,2.18160270752,2.77478671231
-5061444900813064868,27.89,112.86,0.0,0.0,3.5527136788e-15,1.42108547152e-14
2947055144091689955,1.0,1.0,0.0,0.0,0.0,0.0
